name,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,344376666,,university,,"POLYGON ((116.351433 39.9574577, 116.3515927 39.9574634, 116.3516002 39.9572925, 116.3522838 39.9573153, 116.3522763 39.9574833, 116.3524324 39.9574776, 116.3524472 39.957227, 116.3523061 39.9572299, 116.3522695 39.9571889, 116.3515936 39.9571725, 116.3515829 39.9572383, 116.3514595 39.9572218, 116.351433 39.9574577))",POINT (116.3519546503731 39.95729310254721)
学苑公寓7号楼,352008020,,apartments,,"POLYGON ((116.3426037 39.9529545, 116.3426442 39.9528332, 116.3421082 39.9527281, 116.3420677 39.9528494, 116.3426037 39.9529545))",POINT (116.34235595 39.9528413)
金刚宝座塔,352164878,,yes,,"POLYGON ((116.3240551 39.9437159, 116.3243296 39.943737, 116.3243609 39.9434981, 116.3240864 39.943477, 116.3240551 39.9437159))",POINT (116.324208 39.94360700000001)
真觉寺,352165031,,,place_of_worship,"POLYGON ((116.323919 39.942534, 116.3248532 39.9426208, 116.3246446 39.9442757, 116.3227604 39.9441226, 116.32279 39.943154, 116.3232862 39.9431373, 116.3233661 39.9425393, 116.3239068 39.9425818, 116.323919 39.942534))",POINT (116.3238558109288 39.9434289986353)
,376175975,,yes,,"POLYGON ((116.3444609 39.9569881, 116.3452126 39.9569794, 116.3452098 39.9573773, 116.3446623 39.9573795, 116.3446623 39.9572142, 116.344512 39.957212, 116.3444609 39.9569881))",POINT (116.3448810301733 39.95716703895958)
,376194910,,yes,,"POLYGON ((116.3482925 39.9438776, 116.3482944 39.9437146, 116.3478504 39.9437117, 116.3478402 39.9446091, 116.3482772 39.944612, 116.3482786 39.9444953, 116.3480283 39.9444937, 116.3480353 39.9438759, 116.3482925 39.9438776))",POINT (116.3480045855526 39.94414471000881)
,376194911,,yes,,"POLYGON ((116.3478217 39.9452436, 116.3478324 39.9451264, 116.3482705 39.9451499, 116.3482598 39.9452671, 116.3478217 39.9452436))",POINT (116.3480461 39.94519675)
,376194912,,yes,,"POLYGON ((116.3478057 39.9454034, 116.3482407 39.9454258, 116.3482306 39.945541, 116.3477956 39.9455186, 116.3478057 39.9454034))",POINT (116.34801815 39.9454722)
,376194913,,yes,,"POLYGON ((116.3477811 39.9456767, 116.3482211 39.9456982, 116.3482115 39.9458129, 116.3477715 39.9457914, 116.3477811 39.9456767))",POINT (116.3479963 39.9457448)
,376194914,,yes,,"POLYGON ((116.3477565 39.9459449, 116.3481983 39.9459659, 116.3481893 39.9460782, 116.3477474 39.9460573, 116.3477565 39.9459449))",POINT (116.347972840647 39.94601157531942)
,376194915,,yes,,"POLYGON ((116.3477608 39.9469414, 116.3477586 39.9462333, 116.3480316 39.9462328, 116.348032 39.9463508, 116.347914 39.946351, 116.3479159 39.9469412, 116.3477608 39.9469414))",POINT (116.3478524867339 39.94655402568839)
,376194916,,yes,,"POLYGON ((116.3476161 39.9492766, 116.3478078 39.9492789, 116.3478231 39.9485369, 116.3476313 39.9485346, 116.3476161 39.9492766))",POINT (116.3477195756884 39.94890671776142)
,376194917,,yes,,"POLYGON ((116.3476202 39.9484298, 116.3478222 39.9484325, 116.3478482 39.9472768, 116.3476462 39.9472741, 116.3476202 39.9484298))",POINT (116.3477342 39.94785330000001)
,376194918,,yes,,"POLYGON ((116.3477131 39.9471575, 116.3477104 39.9469704, 116.3478768 39.946969, 116.3478794 39.9471561, 116.3477131 39.9471575))",POINT (116.3477949248049 39.94706324062883)
实验室,377130480,,yes,,"POLYGON ((116.3444912 39.9589656, 116.3451162 39.9589644, 116.34514 39.9587789, 116.3444864 39.9587817, 116.3444912 39.9589656))",POINT (116.3448089210878 39.95887196193934)
,377429196,,yes,,"POLYGON ((116.3389279 39.9540622, 116.338956 39.9539677, 116.3396935 39.9540969, 116.3396654 39.9541914, 116.3389279 39.9540622))",POINT (116.3393107 39.95407955)
,377429197,,yes,,"POLYGON ((116.3391818 39.9531635, 116.3399222 39.9532883, 116.3398935 39.9533884, 116.3391531 39.9532636, 116.3391818 39.9531635))",POINT (116.33953765 39.95327595000001)
,377429198,,yes,,"POLYGON ((116.3392955 39.9529054, 116.3393255 39.9527978, 116.3400299 39.9529134, 116.3399999 39.9530209, 116.3392955 39.9529054))",POINT (116.3396626479035 39.95290936609916)
,377692163,,yes,,"POLYGON ((116.3398004 39.9543472, 116.3405148 39.9544528, 116.3404907 39.954549, 116.3397762 39.9544434, 116.3398004 39.9543472))",POINT (116.3401455159081 39.95444809977825)
,377692164,,yes,,"POLYGON ((116.3406196 39.9541632, 116.3406478 39.9540635, 116.3399177 39.9539423, 116.3398896 39.9540419, 116.3406196 39.9541632))",POINT (116.3402687432207 39.95405273551425)
,377692165,,yes,,"POLYGON ((116.3407144 39.9538083, 116.3407447 39.9537053, 116.3400203 39.9535802, 116.33999 39.9536831, 116.3407144 39.9538083))",POINT (116.340367405702 39.95369423497185)
,377692166,,yes,,"POLYGON ((116.3407958 39.9534914, 116.3408253 39.9533956, 116.3401232 39.9532683, 116.3400936 39.9533641, 116.3407958 39.9534914))",POINT (116.3404594641809 39.95337984917548)
,377692167,,yes,,"POLYGON ((116.340195 39.9530529, 116.3402231 39.952956, 116.3409268 39.9530756, 116.3408987 39.9531725, 116.340195 39.9530529))",POINT (116.3405609 39.95306425)
,377692168,,yes,,"POLYGON ((116.3409773 39.9528555, 116.3410061 39.9527533, 116.3402974 39.9526361, 116.3402687 39.9527383, 116.3409773 39.9528555))",POINT (116.3406373844547 39.95274580036184)
,377692169,,yes,,"POLYGON ((116.3403661 39.9524352, 116.3403941 39.9523338, 116.3410932 39.9524473, 116.3410652 39.9525487, 116.3403661 39.9524352))",POINT (116.34072965 39.95244125)
铁科院通信信号研究所,387063893,,yes,,"POLYGON ((116.3300164 39.9550287, 116.331173 39.9551077, 116.3312 39.9548749, 116.331037 39.9548637, 116.3310264 39.9549547, 116.3302062 39.9548987, 116.3302178 39.954799, 116.3300444 39.9547871, 116.3300164 39.9550287))",POINT (116.3305994170698 39.95497743418986)
铁科院金属及化学研究所,387063894,,yes,,"POLYGON ((116.3300901 39.9544366, 116.3302396 39.9544473, 116.3302583 39.9543327, 116.3310855 39.9543972, 116.3310714 39.9544975, 116.3312443 39.9545154, 116.3312817 39.954261, 116.3301228 39.9541751, 116.3300901 39.9544366))",POINT (116.3306915326529 39.95431398672888)
,389510305,,yes,,"POLYGON ((116.3408818 39.9576145, 116.3410407 39.9576627, 116.3412853 39.9571881, 116.3411263 39.95714, 116.3408818 39.9576145))",POINT (116.3410835335207 39.95740131552283)
明光楼,399009831,,university,,"POLYGON ((116.3546812 39.957246, 116.3548949 39.957248, 116.3549056 39.9567725, 116.3546745 39.9567721, 116.3546812 39.957246))",POINT (116.3547891291657 39.95700655668465)
,399038556,,apartments,,"POLYGON ((116.3526406 39.9578182, 116.3531992 39.9578298, 116.353203 39.9576417, 116.3526519 39.957633, 116.3526406 39.9578182))",POINT (116.3529243502721 39.9577309008896)
,399038557,,apartments,,"POLYGON ((116.3526816 39.9573814, 116.3529949 39.9573901, 116.3530024 39.9572599, 116.3526854 39.9572512, 116.3526816 39.9573814))",POINT (116.3528411010994 39.95732052333671)
,399038558,,apartments,,"POLYGON ((116.353031 39.9574937, 116.3536613 39.9574937, 116.3536673 39.9573983, 116.353031 39.9574012, 116.353031 39.9574937))",POINT (116.3533492737652 39.95744664825207)
,399038559,,apartments,,"POLYGON ((116.3534115 39.9579651, 116.3534128 39.9578236, 116.35412 39.9578205, 116.3542855 39.9578177, 116.3542874 39.9579042, 116.3544905 39.9579027, 116.3544905 39.9580036, 116.3542911 39.958008, 116.3542893 39.9579532, 116.3534115 39.9579651))",POINT (116.3539252988777 39.95789977433567)
,399038560,,apartments,,"POLYGON ((116.3534366 39.9582802, 116.3534366 39.9581779, 116.3538109 39.9581735, 116.3538109 39.9582182, 116.3547251 39.9582182, 116.3547251 39.9583148, 116.3538072 39.9583148, 116.3538053 39.9582745, 116.3534366 39.9582802))",POINT (116.3540735482619 39.95825451960931)
,399038561,,apartments,,"POLYGON ((116.3525149 39.9586829, 116.3531693 39.9586912, 116.3531908 39.9585966, 116.3525149 39.9585801, 116.3525149 39.9586829))",POINT (116.352843134009 39.95863734216849)
,399041101,,apartments,,"POLYGON ((116.3518814 39.956939, 116.3526779 39.9569472, 116.3526779 39.9568359, 116.351876 39.9568317, 116.3518814 39.956939))",POINT (116.3522807617782 39.95688840642897)
,399041102,,house,,"POLYGON ((116.3528073 39.9582132, 116.3528046 39.9580734, 116.3530514 39.9580816, 116.353046 39.9580446, 116.3532767 39.9580507, 116.3532659 39.9582091, 116.3533491 39.958207, 116.3533464 39.9582625, 116.3532472 39.9582625, 116.3532472 39.9583304, 116.3530299 39.9583283, 116.3530353 39.9582152, 116.3528073 39.9582132))",POINT (116.3530849802736 39.95817589829401)
,399041103,,apartments,,"POLYGON ((116.3546688 39.9579753, 116.3548892 39.957984, 116.354912 39.9574365, 116.3546878 39.9574336, 116.3546688 39.9579753))",POINT (116.3547896784635 39.95770662561893)
,399041104,,house,,"POLYGON ((116.3538119 39.9577485, 116.3538145 39.957658, 116.3538575 39.9576601, 116.3538601 39.9575326, 116.3540211 39.9575367, 116.354013 39.9577526, 116.3538119 39.9577485))",POINT (116.353926992001 39.95764868403496)
教三楼,399046289,,university,,"POLYGON ((116.349515 39.9592074, 116.3495257 39.958899, 116.3495472 39.9588373, 116.3504001 39.9588497, 116.350384 39.9591211, 116.3505825 39.9591293, 116.350604 39.9588538, 116.3506737 39.9588538, 116.3507542 39.958862, 116.3508132 39.9588867, 116.350899 39.9589442, 116.3509419 39.9589648, 116.3508988 39.9592792, 116.3499761 39.9592504, 116.3498635 39.9592956, 116.3497671 39.9592156, 116.349515 39.9592074))",POINT (116.3501946130438 39.95906156836264)
,399046291,,house,,"POLYGON ((116.3533304 39.9569644, 116.3533278 39.9568061, 116.3539473 39.9568019, 116.3539393 39.9569644, 116.3533304 39.9569644))",POINT (116.353637532581 39.95688396629748)
,399046292,,house,,"POLYGON ((116.3530193 39.9571268, 116.3536711 39.9571309, 116.3536738 39.9570199, 116.3532178 39.9570219, 116.3532205 39.9568061, 116.3530193 39.9568061, 116.3530193 39.9571268))",POINT (116.3532616935478 39.95701369460815)
,399046293,,house,,"POLYGON ((116.3537301 39.9571165, 116.3540788 39.9571165, 116.3540788 39.9570096, 116.3537301 39.9570117, 116.3537301 39.9571165))",POINT (116.3539050264998 39.95706357326405)
小得美发,417146127,,yes,,"POLYGON ((116.3377012 39.9522587, 116.3381037 39.9523465, 116.3380535 39.9524343, 116.3376725 39.9523588, 116.3377012 39.9522587))",POINT (116.3378804324878 39.95234856428663)
北京交通大学畅园4号楼,417146131,,yes,,"POLYGON ((116.3383003 39.9521745, 116.3387027 39.9522541, 116.3386137 39.9525427, 116.3382327 39.9524672, 116.3383003 39.9521745))",POINT (116.3384627204913 39.9523583067801)
北京交通大学畅园2号楼,417146134,,yes,,"POLYGON ((116.3388654 39.9525862, 116.3389259 39.9523047, 116.3392107 39.9523601, 116.3391582 39.9526393, 116.3388654 39.9525862))",POINT (116.3390396170726 39.95247310333976)
畅园3,417146143,,yes,,"POLYGON ((116.3390101 39.9515507, 116.3393025 39.9516446, 116.3392309 39.9518681, 116.3389331 39.951805, 116.3390101 39.9515507))",POINT (116.3391161662111 39.95171602434509)
北京交通大学畅园1号楼,417146145,,yes,,"POLYGON ((116.3399358 39.9517503, 116.3401657 39.9518039, 116.3400766 39.9520027, 116.3399662 39.9519709, 116.339862 39.9519343, 116.3399358 39.9517503))",POINT (116.3400115858698 39.951873407163)
,417146147,,yes,,"POLYGON ((116.3394447 39.9525746, 116.3395968 39.9526119, 116.3395721 39.9527099, 116.3394912 39.9526904, 116.3394165 39.9526703, 116.3394447 39.9525746))",POINT (116.3395075701278 39.95264217746218)
,417146148,,yes,,"POLYGON ((116.3398471 39.9523176, 116.340077 39.9523713, 116.3399879 39.9525701, 116.3398775 39.9525383, 116.3397733 39.9525017, 116.3398471 39.9523176))",POINT (116.3399228783377 39.95244077712924)
东5公寓,421408341,,apartments,,"POLYGON ((116.3394566 39.9465347, 116.3394754 39.9463928, 116.3402532 39.946436, 116.3402371 39.94658, 116.3394566 39.9465347))",POINT (116.339856447623 39.94648596975847)
东4公寓,421408343,,apartments,,"POLYGON ((116.3396636 39.9462556, 116.3396742 39.9460965, 116.3402862 39.9461413, 116.3402622 39.9462923, 116.3396636 39.9462556))",POINT (116.339969259619 39.94619596547631)
东3公寓,421408345,,apartments,,"POLYGON ((116.3396716 39.9459149, 116.3396849 39.9457946, 116.3403207 39.9458252, 116.3403101 39.9459476, 116.3396716 39.9459149))",POINT (116.3399976764483 39.94587066343026)
东2公寓,421408347,,apartments,,"POLYGON ((116.3397115 39.945609, 116.3397168 39.9454805, 116.3403473 39.945509, 116.3403367 39.9456355, 116.3397115 39.945609))",POINT (116.3400273572269 39.94555837675996)
东1公寓,421408349,,apartments,,"POLYGON ((116.3397327 39.9453132, 116.339746 39.9451969, 116.3403686 39.9452214, 116.340366 39.9453479, 116.3397327 39.9453132))",POINT (116.3400574794589 39.94527022897574)
东教二楼,421408351,,yes,,"POLYGON ((116.3406159 39.9453477, 116.340633 39.9451901, 116.3417864 39.9452624, 116.3417664 39.9454221, 116.3406159 39.9453477))",POINT (116.3412018007181 39.94530563213335)
东教3楼,421408354,,yes,,"POLYGON ((116.3397753 39.9450298, 116.3397876 39.9448626, 116.3403771 39.9448979, 116.3403679 39.945058, 116.3397753 39.9450298))",POINT (116.3400747916874 39.94496201848305)
东教一楼,421408356,,yes,,"POLYGON ((116.3406228 39.9449898, 116.3406473 39.9447708, 116.3418018 39.944832, 116.3417834 39.9450486, 116.3406228 39.9449898))",POINT (116.3412126191168 39.94491032943458)
,435147283,,apartments,,"POLYGON ((116.3469727 39.9555238, 116.3476932 39.955516, 116.3476911 39.955403, 116.3469706 39.9554108, 116.3469727 39.9555238))",POINT (116.3473319 39.9554634)
,435147284,,apartments,,"POLYGON ((116.3469639 39.9552471, 116.347671 39.9552345, 116.3476676 39.9551235, 116.3469605 39.9551362, 116.3469639 39.9552471))",POINT (116.3473158030792 39.95518532401034)
,435147285,,apartments,,"POLYGON ((116.3460146 39.9561495, 116.3468819 39.9561434, 116.3468806 39.956036, 116.3460133 39.9560421, 116.3460146 39.9561495))",POINT (116.3464476 39.95609275)
,435147286,,apartments,,"POLYGON ((116.3459338 39.9564835, 116.3459285 39.9563807, 116.3468833 39.9563602, 116.3468833 39.9564691, 116.3459338 39.9564835))",POINT (116.3464117214597 39.95642324207901)
,435147287,,apartments,,"POLYGON ((116.3460001 39.9558469, 116.3468812 39.9558363, 116.346879 39.9557283, 116.3459979 39.9557389, 116.3460001 39.9558469))",POINT (116.34643955 39.9557876)
,435147288,,apartments,,"POLYGON ((116.3461111 39.9555252, 116.346838 39.9555174, 116.3468361 39.9554115, 116.3461092 39.9554193, 116.3461111 39.9555252))",POINT (116.3464736 39.95546835)
,435147289,,apartments,,"POLYGON ((116.3463122 39.9552024, 116.346846 39.9552008, 116.3468455 39.9551082, 116.3463117 39.9551099, 116.3463122 39.9552024))",POINT (116.3465788980633 39.95515532484363)
,435147290,,apartments,,"POLYGON ((116.3462979 39.9548681, 116.3468423 39.9548607, 116.34684 39.954759, 116.3462955 39.9547664, 116.3462979 39.9548681))",POINT (116.3465689243579 39.95481354845211)
,435147291,,apartments,,"POLYGON ((116.3464329 39.9545816, 116.3468379 39.9545839, 116.3468389 39.9544841, 116.3464339 39.9544818, 116.3464329 39.9545816))",POINT (116.3466359 39.95453285)
,435147292,,apartments,,"POLYGON ((116.3469638 39.9548572, 116.3469585 39.9547462, 116.3476558 39.95474, 116.3476585 39.9548531, 116.3469638 39.9548572))",POINT (116.3473102254912 39.95479908115477)
,435147294,,apartments,,"POLYGON ((116.3469433 39.9545748, 116.3476419 39.9545731, 116.3476415 39.9544652, 116.3469429 39.9544669, 116.3469433 39.9545748))",POINT (116.3472924 39.95452)
,435147296,,apartments,,"POLYGON ((116.3469386 39.9542516, 116.3476292 39.9542405, 116.3476262 39.9541296, 116.3469356 39.9541407, 116.3469386 39.9542516))",POINT (116.3472824 39.9541906)
学校,435147298,,yes,,"POLYGON ((116.3468784 39.9539214, 116.3476269 39.9539056, 116.3476218 39.9537648, 116.3474258 39.953769, 116.3474248 39.9537411, 116.3468724 39.9537528, 116.3468784 39.9539214))",POINT (116.3472372612635 39.95383263795247)
金凯福宾馆,435147301,,yes,,"POLYGON ((116.3468989 39.9542006, 116.3468968 39.9540578, 116.3468322 39.9540583, 116.3468313 39.9539992, 116.3467127 39.9540002, 116.3467123 39.9539699, 116.3464311 39.9539723, 116.3464344 39.9542046, 116.3468989 39.9542006))",POINT (116.3466494005352 39.95409447283272)
,435148048,,apartments,,"POLYGON ((116.3485869 39.9531842, 116.3485926 39.9530494, 116.3484188 39.953045, 116.3484211 39.9529919, 116.348264 39.952988, 116.3482582 39.9531248, 116.3484812 39.9531304, 116.3484791 39.9531815, 116.3485869 39.9531842))",POINT (116.348422952561 39.95308223112206)
,435148049,,apartments,,"POLYGON ((116.3485402 39.9536821, 116.3485483 39.9535272, 116.3483395 39.9535208, 116.3483535 39.9534814, 116.3482245 39.9534775, 116.3482176 39.9536108, 116.3484265 39.9536172, 116.3484233 39.9536785, 116.3485402 39.9536821))",POINT (116.3483886064735 39.95357452929778)
,435148050,,apartments,,"POLYGON ((116.3484951 39.954376, 116.3485029 39.9542189, 116.348305 39.9542131, 116.3483074 39.9541666, 116.3481848 39.954163, 116.348178 39.9542998, 116.3483962 39.9543062, 116.3483929 39.9543731, 116.3484951 39.954376))",POINT (116.3483446547722 39.9542630253185)
明光村小区17号楼,435148051,,apartments,,"POLYGON ((116.3484516 39.9550923, 116.3484516 39.9549384, 116.3482484 39.9549348, 116.3482578 39.9549062, 116.3481387 39.9549026, 116.348134 39.955044, 116.3483278 39.9550547, 116.3483232 39.9550941, 116.3484516 39.9550923))",POINT (116.348297567374 39.95499672552378)
,435148052,,apartments,,"POLYGON ((116.3478744 39.9557212, 116.3483114 39.9557228, 116.3483317 39.9555498, 116.3478784 39.955542, 116.3478744 39.9557212))",POINT (116.3480977441543 39.95563338554987)
,435148054,,apartments,,"POLYGON ((116.3480761 39.9546838, 116.348092 39.9545243, 116.3478974 39.9545129, 116.3479006 39.9544812, 116.3477823 39.9544743, 116.3477688 39.9546104, 116.3479655 39.9546219, 116.34796 39.954677, 116.3480761 39.9546838))",POINT (116.3479359697149 39.95457366188892)
,435148055,,apartments,,"POLYGON ((116.3480789 39.9539984, 116.3480874 39.9538452, 116.3478846 39.9538385, 116.3478867 39.9538018, 116.3477907 39.9537987, 116.3477826 39.9539434, 116.3479752 39.9539497, 116.3479726 39.953995, 116.3480789 39.9539984))",POINT (116.3479374576942 39.9538971680194)
,435148056,,apartments,,"POLYGON ((116.3486148 39.9525066, 116.3486244 39.9523589, 116.3484262 39.9523513, 116.3484289 39.95231, 116.3483207 39.9523058, 116.3483112 39.9524499, 116.3485144 39.9524577, 116.3485115 39.9525026, 116.3486148 39.9525066))",POINT (116.3484684910883 39.95240493722937)
,435148057,,apartments,,"POLYGON ((116.3481873 39.9528338, 116.3481968 39.9526932, 116.3480086 39.9526857, 116.3480116 39.9526407, 116.3478915 39.9526359, 116.3478828 39.9527646, 116.3480756 39.9527723, 116.3480717 39.9528292, 116.3481873 39.9528338))",POINT (116.348042908166 39.95273206608307)
,435148058,,apartments,,"POLYGON ((116.3480317 39.9523209, 116.3480336 39.952125, 116.348239 39.9521262, 116.3482386 39.9521676, 116.3482054 39.9521674, 116.3482039 39.9523218, 116.3480317 39.9523209))",POINT (116.3481227937431 39.95222042588825)
,435148734,,yes,,"POLYGON ((116.3478407 39.9553024, 116.3478897 39.9553042, 116.3478874 39.9553329, 116.3479855 39.9553311, 116.3479855 39.9553006, 116.3480649 39.9553132, 116.3480719 39.955238, 116.3480252 39.9552434, 116.3479271 39.9552362, 116.3479248 39.9551288, 116.3479061 39.9550859, 116.3478687 39.9550876, 116.347829 39.9551055, 116.3478407 39.9553024))",POINT (116.3479204557276 39.95523028135747)
,435148735,,yes,,"POLYGON ((116.3479221 39.9537541, 116.348005 39.9537536, 116.3480008 39.9533572, 116.347918 39.9533577, 116.3479221 39.9537541))",POINT (116.3479614754279 39.95355568986868)
,435148736,,apartments,,"POLYGON ((116.3478874 39.9532903, 116.3480174 39.9532928, 116.348027 39.9530045, 116.3478969 39.9530019, 116.3478874 39.9532903))",POINT (116.3479571719494 39.95314735585138)
,435148737,,apartments,,"POLYGON ((116.3474144 39.9532232, 116.3474136 39.9530587, 116.3478174 39.9530576, 116.3478182 39.9532221, 116.3474144 39.9532232))",POINT (116.3476159 39.95314040000001)
,435148738,,warehouse,,"POLYGON ((116.3493328 39.9533518, 116.3493569 39.952955, 116.3495956 39.9529591, 116.3495661 39.953356, 116.3493328 39.9533518))",POINT (116.3494629106273 39.95315472030693)
,435148740,,apartments,,"POLYGON ((116.3474368 39.9513961, 116.3474385 39.9512511, 116.347867 39.9512542, 116.3478652 39.9513993, 116.3474368 39.9513961))",POINT (116.3476518998275 39.95132517239535)
,435149176,,apartments,,"POLYGON ((116.3470383 39.9518342, 116.3470362 39.9516815, 116.3474753 39.9516737, 116.3474712 39.9518342, 116.3470383 39.9518342))",POINT (116.3472570481173 39.95175569983335)
,435149178,,apartments,,"POLYGON ((116.3465824 39.9523165, 116.3465793 39.9521408, 116.3470293 39.9521361, 116.3470324 39.9523118, 116.3465824 39.9523165))",POINT (116.34680585 39.9522263)
,435149179,,apartments,,"POLYGON ((116.3458751 39.9518299, 116.3458762 39.9516852, 116.3463133 39.9516871, 116.3463128 39.9517483, 116.3464563 39.9517489, 116.3464552 39.9518935, 116.3462687 39.9518927, 116.3462691 39.9518316, 116.3458751 39.9518299))",POINT (116.3461695627427 39.95177659195731)
,435149181,,apartments,,"POLYGON ((116.3458149 39.952412, 116.3458162 39.9522406, 116.3462715 39.9522427, 116.3462702 39.9524141, 116.3458149 39.952412))",POINT (116.3460432 39.95232735)
,435149183,,commercial,,"POLYGON ((116.3483529 39.9541911, 116.3483656 39.9538611, 116.3485606 39.9538656, 116.3485478 39.9541955, 116.3483529 39.9541911))",POINT (116.3484567207585 39.95402831025413)
,435149184,,commercial,,"POLYGON ((116.3482968 39.9549143, 116.3484931 39.9549177, 116.3485034 39.9545682, 116.348307 39.9545648, 116.3482968 39.9549143))",POINT (116.3484000755158 39.95474123517572)
,435149185,,commercial,,"POLYGON ((116.3481718 39.955525, 116.3481795 39.9552676, 116.3484244 39.9552759, 116.3484137 39.9555333, 116.3481718 39.955525))",POINT (116.3482973674896 39.95540018621678)
,435149186,,commercial,,"POLYGON ((116.3483844 39.9535055, 116.348392 39.9532246, 116.3485789 39.9532276, 116.3485713 39.9535085, 116.3483844 39.9535055))",POINT (116.34848165 39.95336655)
,435150375,,apartments,,"POLYGON ((116.3469228 39.9576177, 116.3469239 39.9574936, 116.3467805 39.9574928, 116.3467811 39.9574342, 116.3469179 39.9574348, 116.3469187 39.9573312, 116.3467692 39.9573306, 116.3467696 39.9572665, 116.3466977 39.9572662, 116.3466975 39.9573206, 116.3466401 39.9573204, 116.3466403 39.9572485, 116.3465424 39.9572484, 116.3465423 39.9573185, 116.3464241 39.9573185, 116.3464241 39.9574378, 116.3465543 39.9574378, 116.3465544 39.9574804, 116.3464205 39.9574806, 116.3464208 39.9576101, 116.3465285 39.9576099, 116.3465286 39.957635, 116.3465874 39.9576348, 116.3466193 39.9576341, 116.3466205 39.9576627, 116.3467257 39.9576601, 116.3467338 39.9576383, 116.3468342 39.9576389, 116.3468344 39.9576172, 116.3469228 39.9576177))",POINT (116.3466662015661 39.95746695268672)
,435150376,,apartments,,"POLYGON ((116.3453361 39.9575191, 116.3455232 39.9575207, 116.3455226 39.9575647, 116.3464142 39.9575721, 116.3464179 39.9573117, 116.346535 39.9573127, 116.3465368 39.9571862, 116.3453409 39.9571763, 116.3453361 39.9575191))",POINT (116.3459072426033 39.95736655709856)
,435150377,,commercial,,"POLYGON ((116.3465548 39.958029, 116.3465664 39.9576746, 116.346947 39.9576693, 116.3469354 39.9580272, 116.3465548 39.958029))",POINT (116.3467512114949 39.95785003098404)
北发大厦B座,435150378,,commercial,,"POLYGON ((116.346271 39.9583431, 116.3462761 39.9576667, 116.3465436 39.9576679, 116.3465385 39.9583443, 116.346271 39.9583431))",POINT (116.3464073 39.9580055)
12号楼,435150379,,yes,,"POLYGON ((116.3464307 39.9588086, 116.3464461 39.958615, 116.3469853 39.9586339, 116.3469822 39.9590708, 116.3468066 39.9590613, 116.3468128 39.9588063, 116.3464307 39.9588086))",POINT (116.3467654735488 39.95878469569251)
,439527386,,yes,,"POLYGON ((116.3454099 39.9581664, 116.3461458 39.9581638, 116.3461466 39.9582917, 116.3454107 39.9582944, 116.3454099 39.9581664))",POINT (116.3457782020723 39.95822907518164)
,439527387,,,parking,"POLYGON ((116.3453254 39.9585293, 116.3453275 39.9583558, 116.3461281 39.9583616, 116.346126 39.9585351, 116.3453254 39.9585293))",POINT (116.34572675 39.95844545000001)
北发大厦A座,439527394,,commercial,,"POLYGON ((116.3465665 39.9583396, 116.3469208 39.9583406, 116.3469222 39.9580451, 116.346568 39.9580441, 116.3465665 39.9583396))",POINT (116.3467443749377 39.95819235695114)
皂君东里小区21号楼,448944887,,house,,"POLYGON ((116.3304463 39.9579668, 116.3304593 39.9578104, 116.3309932 39.9578204, 116.3309845 39.9579834, 116.3304463 39.9579668))",POINT (116.3307226302387 39.957895412677)
,466632434,,yes,,"POLYGON ((116.3280113 39.9587751, 116.3280218 39.9586599, 116.3284736 39.958684, 116.3284631 39.9587993, 116.3280113 39.9587751))",POINT (116.3282424824922 39.95872957693047)
,466641842,,yes,,"POLYGON ((116.3263164 39.954151, 116.3263303 39.9540237, 116.3255293 39.9539724, 116.3255154 39.9540997, 116.3263164 39.954151))",POINT (116.32592285 39.9540617)
,466641843,,yes,,"POLYGON ((116.3256311 39.9536903, 116.326187 39.9537157, 116.3261955 39.9536063, 116.3256396 39.953581, 116.3256311 39.9536903))",POINT (116.3259133422045 39.95364832705202)
,466641844,,yes,,"POLYGON ((116.3256563 39.9533572, 116.3261821 39.95338, 116.3261906 39.9532644, 116.3256648 39.9532416, 116.3256563 39.9533572))",POINT (116.32592345 39.9533108)
,466641845,,yes,,"POLYGON ((116.3256825 39.9530817, 116.326232 39.9531122, 116.3262431 39.9529951, 116.3256936 39.9529646, 116.3256825 39.9530817))",POINT (116.3259628 39.9530384)
,466641846,,yes,,"POLYGON ((116.3264196 39.9534922, 116.3264306 39.9533649, 116.3269163 39.9533897, 116.3269053 39.953517, 116.3264196 39.9534922))",POINT (116.32666795 39.95344095)
,466641847,,yes,,"POLYGON ((116.3263563 39.9531701, 116.3270926 39.9532082, 116.3270689 39.9534769, 116.3272426 39.9534859, 116.3272776 39.9530883, 116.3263677 39.9530413, 116.3263563 39.9531701))",POINT (116.3269168303775 39.95319124590504)
,466641848,,yes,,"POLYGON ((116.3263668 39.9538078, 116.3272092 39.9538546, 116.3272191 39.9537505, 116.3263766 39.9537037, 116.3263668 39.9538078))",POINT (116.3267929288237 39.95377914918268)
,466641849,,yes,,"POLYGON ((116.326404 39.9541752, 116.3271295 39.954217, 116.3271397 39.9541131, 116.3264142 39.9540713, 116.326404 39.9541752))",POINT (116.32677185 39.95414415)
,466641850,,yes,,"POLYGON ((116.327291 39.9541374, 116.328108 39.954195, 116.3281254 39.9540507, 116.3273083 39.9539931, 116.327291 39.9541374))",POINT (116.3277081784739 39.95409404877314)
