name,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,478432586,,yes,,"POLYGON ((116.3236738 39.9415975, 116.323875 39.9415954, 116.3238723 39.9415728, 116.3243057 39.9415793, 116.3243057 39.9415247, 116.3243926 39.9415276, 116.3243922 39.9414483, 116.3244407 39.9414516, 116.324449 39.9412105, 116.3242929 39.9412079, 116.3242853 39.9414597, 116.3238723 39.9414618, 116.3238852 39.941442, 116.3235904 39.9414396, 116.3235899 39.9415735, 116.3236229 39.9415951, 116.3236738 39.9415975))",POINT (116.3240653390437 39.94146533729355)
,478457804,,yes,,"POLYGON ((116.3224932 39.9407976, 116.3228285 39.9407955, 116.3228338 39.9406947, 116.3225012 39.9406947, 116.3224932 39.9407976))",POINT (116.3226635991512 39.94074569194758)
,478457805,,yes,,"POLYGON ((116.3248468 39.9417343, 116.3249327 39.9417569, 116.3250319 39.9415842, 116.3249246 39.9415533, 116.3248468 39.9417343))",POINT (116.3249356185498 39.94165372470195)
,478457806,,yes,,"POLYGON ((116.3258701 39.9413446, 116.3264012 39.9413528, 116.3264092 39.9412356, 116.3258835 39.9412274, 116.3258701 39.9413446))",POINT (116.3261409594604 39.94129019918163)
,478457812,,yes,,"POLYGON ((116.3273259 39.9420957, 116.3276799 39.9418263, 116.3275726 39.9417626, 116.3272373 39.942032, 116.3273259 39.9420957))",POINT (116.3274571191694 39.94192694125665)
Children Zoo,478457813,,yes,,"POLYGON ((116.3266821 39.9424268, 116.3270576 39.9423075, 116.3271327 39.9422253, 116.3270576 39.9421327, 116.3267063 39.9422088, 116.3265856 39.9422438, 116.3266285 39.9423353, 116.3266821 39.9424268))",POINT (116.3268542833136 39.94227127217236)
,478457814,,yes,,"POLYGON ((116.3361155 39.9437285, 116.33633 39.9437264, 116.3363381 39.9431383, 116.3361128 39.9431465, 116.3361155 39.9437285))",POINT (116.3362242941851 39.94343253221895)
,478457816,,yes,,"POLYGON ((116.3349138 39.9458877, 116.3351767 39.9457622, 116.3350533 39.9456368, 116.3348602 39.9457211, 116.3348387 39.9457725, 116.3348763 39.9458054, 116.3348307 39.9458239, 116.3349138 39.9458877))",POINT (116.3349900134134 39.94576146342606)
,478457817,,yes,,"POLYGON ((116.3288319 39.9432113, 116.328899 39.943236, 116.3289741 39.9430838, 116.3289097 39.9430591, 116.3288319 39.9432113))",POINT (116.3289034241955 39.94314797661794)
,478457818,,yes,,"POLYGON ((116.3293 39.9429738, 116.3296996 39.9430088, 116.3297211 39.9429018, 116.3293322 39.9428586, 116.3293 39.9429738))",POINT (116.3295105020951 39.94293568468886)
,478457819,,yes,,"POLYGON ((116.3293214 39.9427928, 116.3294287 39.942799, 116.3294528 39.9426324, 116.3297613 39.9426592, 116.3297828 39.9425769, 116.3293617 39.9425419, 116.3293214 39.9427928))",POINT (116.3295040937163 39.94263841841121)
,478457820,,yes,,"POLYGON ((116.3284785 39.9427748, 116.3289506 39.942818, 116.3289452 39.9428612, 116.3283873 39.9428098, 116.3283391 39.9428036, 116.3283337 39.9428633, 116.3284061 39.9428715, 116.3283927 39.9428982, 116.3290418 39.9429352, 116.3291357 39.9425527, 116.3290311 39.9425404, 116.3290277 39.9425635, 116.328498 39.9425152, 116.3284785 39.9427748))",POINT (116.3287752742759 39.94272338971724)
Eagle,478457821,,yes,,"POLYGON ((116.3294542 39.9424895, 116.3298833 39.9425265, 116.3299504 39.9422983, 116.3298297 39.9422078, 116.3296151 39.9422366, 116.3294944 39.9422674, 116.3294542 39.9424895))",POINT (116.3297058921349 39.94237138876031)
,478457822,,yes,,"POLYGON ((116.3327359 39.9410675, 116.3329746 39.941088, 116.3330121 39.9409297, 116.3327573 39.9408988, 116.3327359 39.9410675))",POINT (116.3328690736129 39.9409949136718)
,478494941,,yes,,"POLYGON ((116.3562042 39.9413857, 116.356471 39.9414094, 116.3564845 39.941288, 116.3562229 39.9412665, 116.3562042 39.9413857))",POINT (116.3563459400028 39.94133763329194)
,478494942,,yes,,"POLYGON ((116.3561941 39.9417893, 116.3565455 39.9418119, 116.3565669 39.9415631, 116.3564918 39.9415487, 116.3564999 39.9415137, 116.356229 39.9414932, 116.3561968 39.941524, 116.356178 39.9416454, 116.3562102 39.9416515, 116.3561941 39.9417893))",POINT (116.3563727232375 39.94165428276739)
,478494943,,yes,,"POLYGON ((116.3559728 39.9409708, 116.3560748 39.9409791, 116.3560821 39.940995, 116.3561841 39.9410012, 116.3561787 39.9410145, 116.3562954 39.9410248, 116.3562806 39.9410454, 116.356636 39.9410865, 116.3566776 39.940923, 116.356695 39.9407801, 116.3566521 39.9407451, 116.3566628 39.9406567, 116.3565046 39.9406361, 116.3564912 39.9406629, 116.3563872 39.9406531, 116.3563819 39.9406696, 116.3561727 39.9406418, 116.3561713 39.9406038, 116.3560292 39.9405863, 116.3559728 39.9409708))",POINT (116.3563425550194 39.94084066905909)
,478494944,,yes,,"POLYGON ((116.35779 39.9411549, 116.3586966 39.9412289, 116.3587127 39.9410891, 116.3578222 39.9409986, 116.35779 39.9411549))",POINT (116.3582463885828 39.94111723652099)
,478494957,,yes,,"POLYGON ((116.3558072 39.9416726, 116.3559574 39.9416891, 116.3560486 39.9412613, 116.3559199 39.9412366, 116.3558072 39.9416726))",POINT (116.3559318274504 39.9414697356793)
,478494958,,yes,,"POLYGON ((116.3577049 39.9417703, 116.3578873 39.9417867, 116.3579181 39.9415698, 116.3578108 39.9415492, 116.3578215 39.9415225, 116.3586289 39.9415986, 116.3586503 39.9414834, 116.3577813 39.9413806, 116.3577049 39.9417703))",POINT (116.3580884396267 39.9415394627047)
,478494959,,yes,,"POLYGON ((116.3581823 39.9407873, 116.3587295 39.9408243, 116.3587617 39.940705, 116.3581877 39.9406392, 116.3581823 39.9407873))",POINT (116.3584562977372 39.94073751148238)
,478494961,,yes,,"POLYGON ((116.3578122 39.9408572, 116.3579758 39.9408737, 116.3580562 39.9404192, 116.3579972 39.940411, 116.3580106 39.9403698, 116.3584666 39.9404048, 116.3584961 39.9402588, 116.3579194 39.9402053, 116.3578122 39.9408572))",POINT (116.3580671318746 39.94045874674553)
,478494963,,yes,,"POLYGON ((116.3572757 39.9412171, 116.3573884 39.9412294, 116.3575064 39.9404747, 116.3573669 39.9404624, 116.3572757 39.9412171))",POINT (116.3573862137532 39.94083271544407)
,478494983,,yes,,"POLYGON ((116.3551353 39.9410773, 116.3552989 39.9410834, 116.3553499 39.9406701, 116.3551782 39.9406701, 116.3551353 39.9410773))",POINT (116.3552409596899 39.94087372258905)
,478494985,,yes,,"POLYGON ((116.3546981 39.9413014, 116.3549422 39.9413179, 116.354969 39.9411184, 116.354859 39.9411081, 116.3548429 39.9411842, 116.3547142 39.9411719, 116.3546981 39.9413014))",POINT (116.3548448381385 39.94122565521691)
,478494987,,yes,,"POLYGON ((116.3558045 39.9419811, 116.3561183 39.9420119, 116.3561022 39.9420695, 116.3564536 39.9421045, 116.356467 39.9419975, 116.3561318 39.9419564, 116.3561425 39.941907, 116.3558126 39.9418741, 116.3558045 39.9419811))",POINT (116.3561366314068 39.94198999663508)
,478494988,,yes,,"POLYGON ((116.3546351 39.9416356, 116.3553459 39.9417034, 116.3552627 39.9421785, 116.3549435 39.94216, 116.3549087 39.9422772, 116.3554558 39.9423142, 116.3555631 39.9416047, 116.3546539 39.9415019, 116.3546351 39.9416356))",POINT (116.3552261078262 39.94187864467303)
,478494990,,yes,,"POLYGON ((116.354615 39.9422186, 116.3547625 39.9422227, 116.3547786 39.9418464, 116.3546471 39.9418423, 116.354615 39.9422186))",POINT (116.3547005555862 39.94203608947122)
,478494992,,yes,,"POLYGON ((116.3539846 39.9422268, 116.3544326 39.9422947, 116.3544594 39.9422062, 116.3540168 39.9421363, 116.3539846 39.9422268))",POINT (116.3542222064855 39.94221590247066)
,478494993,,yes,,"POLYGON ((116.3529171 39.9421199, 116.3530915 39.942124, 116.3530888 39.9420787, 116.3530539 39.9420787, 116.3530593 39.9420315, 116.3531022 39.9420294, 116.3530995 39.9419759, 116.3529198 39.9419759, 116.3529171 39.9420253, 116.3529574 39.9420273, 116.3529547 39.9420664, 116.3529171 39.9420685, 116.3529171 39.9421199))",POINT (116.3530064872224 39.94204766486152)
,478494995,,yes,,"POLYGON ((116.3532283 39.9421096, 116.3538237 39.9422104, 116.3538639 39.9421075, 116.3532685 39.9420068, 116.3532283 39.9421096))",POINT (116.3535461450428 39.94210858318451)
,478494997,,yes,,"POLYGON ((116.3537003 39.9419225, 116.3541509 39.941943, 116.3541644 39.9418217, 116.3537057 39.9418011, 116.3537003 39.9419225))",POINT (116.353930421789 39.9418718990383)
,478494998,,yes,,"POLYGON ((116.3536105 39.941578, 116.3540557 39.9415986, 116.3540477 39.9416582, 116.3542086 39.9416685, 116.3542247 39.941543, 116.3540852 39.9415307, 116.3540906 39.9414772, 116.3536239 39.9414628, 116.3536105 39.941578))",POINT (116.35392674195 39.94154814691003)
,478495000,,yes,,"POLYGON ((116.3529721 39.9418207, 116.3534415 39.9418351, 116.3534549 39.9417158, 116.3529855 39.9416973, 116.3529721 39.9418207))",POINT (116.3532121845496 39.9417671691468)
,478495002,,yes,,"POLYGON ((116.3529936 39.9415369, 116.3534469 39.9415616, 116.353463 39.9414423, 116.3530231 39.9414217, 116.3529936 39.9415369))",POINT (116.3532326652657 39.94149098710241)
,478495003,,yes,,"POLYGON ((116.3530244 39.9411698, 116.3531719 39.941178, 116.3531773 39.9412356, 116.3537513 39.9412582, 116.3537567 39.9411431, 116.353188 39.9411246, 116.3531934 39.9410629, 116.3530351 39.9410588, 116.3530244 39.9411698))",POINT (116.3533906498266 39.941174723792)
,478495005,,yes,,"POLYGON ((116.3530083 39.9408469, 116.3532792 39.9408613, 116.3532685 39.940921, 116.3535716 39.9409354, 116.3536038 39.9408202, 116.3533114 39.9408161, 116.3533221 39.9407523, 116.3530217 39.9407421, 116.3530083 39.9408469))",POINT (116.353304779257 39.94083801105182)
,478495007,,yes,,"POLYGON ((116.3547021 39.9409282, 116.3549918 39.9409446, 116.3550106 39.9407719, 116.3547316 39.9407554, 116.3547021 39.9409282))",POINT (116.354858852142 39.94085055600282)
,478495009,,yes,,"POLYGON ((116.3543481 39.940887, 116.3545224 39.9408953, 116.3545466 39.9406197, 116.3543615 39.9406053, 116.3543481 39.940887))",POINT (116.3544444574029 39.94075036407822)
,478495012,,yes,,"POLYGON ((116.3529265 39.9405272, 116.3533905 39.9405539, 116.3533744 39.9406218, 116.3535193 39.9406259, 116.3535434 39.9405148, 116.3534254 39.9405086, 116.3534308 39.9404408, 116.3529292 39.9404243, 116.3529265 39.9405272))",POINT (116.3532426888082 39.94050517518663)
,478495018,,yes,,"POLYGON ((116.351686 39.9414371, 116.3518603 39.9414474, 116.3518764 39.9413467, 116.3516994 39.9413384, 116.351686 39.9414371))",POINT (116.3517808538663 39.9413923036965)
,478495020,,yes,,"POLYGON ((116.3520239 39.9414742, 116.3525255 39.9414968, 116.3525041 39.9416366, 116.3522358 39.9416304, 116.3522251 39.9417559, 116.3526569 39.9417826, 116.3526945 39.941396, 116.3520266 39.9413467, 116.3520239 39.9414742))",POINT (116.3524211442374 39.94154925658835)
,478495022,,yes,,"POLYGON ((116.3525523 39.9412623, 116.3526918 39.9412706, 116.3527186 39.9410341, 116.3525523 39.9410217, 116.3525255 39.9412582, 116.3525523 39.9412623))",POINT (116.3526219088198 39.94114666566225)
,478495024,,yes,,"POLYGON ((116.3519515 39.9411719, 116.3524477 39.9411986, 116.3524504 39.9410711, 116.3519703 39.9410485, 116.3519515 39.9411719))",POINT (116.3522060062099 39.94112292939276)
,478495025,,yes,,"POLYGON ((116.350365 39.9413724, 116.3507244 39.9414114, 116.3507459 39.941214, 116.3503945 39.9411811, 116.350365 39.9413724))",POINT (116.3505581937615 39.9412952012729)
,478495027,,yes,,"POLYGON ((116.3515438 39.9411554, 116.3518603 39.9411677, 116.3518818 39.9409086, 116.3515438 39.940884, 116.3515251 39.9409806, 116.3517504 39.9409971, 116.3517423 39.9410731, 116.3515546 39.9410546, 116.3515438 39.9411554))",POINT (116.351717889983 39.94102615063904)
,478495029,,yes,,"POLYGON ((116.3506359 39.9406156, 116.3511026 39.9406361, 116.3511107 39.9405354, 116.3506547 39.9405148, 116.3506359 39.9406156))",POINT (116.3508757304583 39.9405756585873)
,478495030,,yes,,"POLYGON ((116.3507942 39.9407739, 116.3512528 39.9407945, 116.3512635 39.9406896, 116.3508129 39.9406629, 116.3507942 39.9407739))",POINT (116.3510285601498 39.94073024774353)
,478495032,,yes,,"POLYGON ((116.3507271 39.9410639, 116.3508639 39.941068, 116.3508558 39.9411091, 116.3513333 39.9411297, 116.3513386 39.9410516, 116.3508988 39.941031, 116.3509095 39.9409899, 116.3507325 39.9409816, 116.3507271 39.9410639))",POINT (116.3510252554508 39.94106576020968)
,478495035,,yes,,"POLYGON ((116.3511415 39.9406433, 116.3513239 39.9406372, 116.35134 39.9403945, 116.3511764 39.9403822, 116.3511415 39.9406433))",POINT (116.3512441719293 39.94051633226194)
,478495042,,yes,,"POLYGON ((116.352264 39.9408151, 116.3525322 39.9408644, 116.3525054 39.9409241, 116.3526663 39.9409467, 116.3527146 39.9408336, 116.3525939 39.9408109, 116.3526207 39.9407554, 116.3522962 39.9406958, 116.352264 39.9408151))",POINT (116.3524923610462 39.94081399901017)
,478495051,,yes,,"POLYGON ((116.3514446 39.940814, 116.3521473 39.9408264, 116.3521366 39.9407112, 116.3514339 39.9406865, 116.3514446 39.940814))",POINT (116.3517846520762 39.94075938359331)
,478495055,,yes,,"POLYGON ((116.3436702 39.9406711, 116.3440082 39.9406958, 116.3440082 39.9405971, 116.3436917 39.9405683, 116.3436702 39.9406711))",POINT (116.3438429460656 39.94063348222232)
,478495057,,,parking,"POLYGON ((116.3446063 39.9407184, 116.3449818 39.9407698, 116.3451535 39.9406855, 116.3452903 39.9399369, 116.3448343 39.9398794, 116.3445795 39.9407143, 116.3446063 39.9407184))",POINT (116.3449538993817 39.94033671542858)
,478495059,,yes,,"POLYGON ((116.3447659 39.9412747, 116.3449563 39.9412726, 116.344951 39.941324, 116.345069 39.9413323, 116.3450717 39.941176, 116.3448812 39.9411821, 116.3448946 39.9411431, 116.3447739 39.941139, 116.3447659 39.9412747))",POINT (116.3449249807202 39.94123098146851)
,478495061,,yes,,"POLYGON ((116.3442563 39.9411616, 116.344444 39.9411575, 116.3444467 39.9411965, 116.3445567 39.9411945, 116.3445513 39.9410505, 116.344385 39.9410567, 116.344385 39.9410156, 116.3442563 39.9410156, 116.3442563 39.9411616))",POINT (116.3444041075485 39.94110493324429)
,478495063,,yes,,"POLYGON ((116.3434221 39.9410629, 116.3439022 39.9410526, 116.3439103 39.9409415, 116.3436367 39.9409415, 116.3436474 39.9409066, 116.3434006 39.9409148, 116.3433953 39.9410567, 116.3434221 39.9410629))",POINT (116.3436346085664 39.94099141867469)
,478495065,,yes,,"POLYGON ((116.3434006 39.941285, 116.3435348 39.9412808, 116.3435294 39.9412336, 116.3441141 39.9412377, 116.3441141 39.9411348, 116.343406 39.9411451, 116.3434006 39.941285))",POINT (116.3437421577553 39.94119377896708)
,478495069,,yes,,"POLYGON ((116.3410416 39.9405971, 116.3410336 39.9404613, 116.341165 39.9404593, 116.3411704 39.9405642, 116.3416773 39.9405498, 116.3416666 39.9406526, 116.3411489 39.9406649, 116.3411462 39.9406094, 116.3410416 39.9405971))",POINT (116.3413330571939 39.94058804898129)
,478495075,,yes,,"POLYGON ((116.3418027 39.9406541, 116.3423298 39.9406469, 116.3423284 39.9405595, 116.3417987 39.9405739, 116.3418027 39.9406541))",POINT (116.3420686516934 39.94060848589146)
,478495076,,yes,,"POLYGON ((116.3406567 39.9415143, 116.3408874 39.941506, 116.3408767 39.9412264, 116.3406246 39.941214, 116.3406567 39.9415143))",POINT (116.3407597786569 39.9413631725818)
,478495078,,yes,,"POLYGON ((116.3411181 39.9415143, 116.3410644 39.9413826, 116.3416331 39.9413744, 116.3416223 39.941506, 116.3413434 39.9416089, 116.3413273 39.9415266, 116.3411181 39.9415143))",POINT (116.3413689446937 39.9414610435962)
,478495080,,yes,,"POLYGON ((116.3405334 39.9411688, 116.343001 39.9411688, 116.343001 39.9408973, 116.3405709 39.9409055, 116.3405334 39.9411688))",POINT (116.3417828573274 39.94103543594542)
交大科技大厦,478575224,,yes,,"POLYGON ((116.3301207 39.9515404, 116.3306127 39.9516164, 116.3308109 39.9509707, 116.3303048 39.9508757, 116.3301207 39.9515404))",POINT (116.3304618695959 39.95124858143228)
家属区停车场,478578259,,,parking,"POLYGON ((116.3376599 39.9521768, 116.3378879 39.9522056, 116.3380595 39.9517902, 116.3383117 39.9518272, 116.3383733 39.9517306, 116.3386362 39.9517697, 116.3387328 39.9514941, 116.3379013 39.9513605, 116.3376599 39.9521768))",POINT (116.33812934875 39.95170036812605)
学苑公寓4号楼,478580533,,dormitory,,"POLYGON ((116.3415183 39.9524277, 116.3416878 39.9524537, 116.3417155 39.9523167, 116.3421808 39.9523781, 116.3422177 39.9522506, 116.341583 39.9521655, 116.3415183 39.9524277))",POINT (116.3418254517694 39.95229412294943)
学苑公寓3号楼,478581132,,dormitory,,"POLYGON ((116.3414259 39.9528434, 116.3418542 39.9529048, 116.3418973 39.9527395, 116.3414598 39.9526781, 116.3414259 39.9528434))",POINT (116.3416596416718 39.95279120571412)
学苑公寓6号楼,478581133,,dormitory,,"POLYGON ((116.3418573 39.9533228, 116.3418912 39.9531197, 116.3424242 39.9531859, 116.3423995 39.9533913, 116.3418573 39.9533228))",POINT (116.3421432547149 39.95325525237174)
学苑公寓1号楼,478581134,,dormitory,,"POLYGON ((116.3411147 39.95397, 116.341734 39.9540786, 116.3417741 39.9538944, 116.3411517 39.9537881, 116.3411147 39.95397))",POINT (116.3414444115811 39.95393284686756)
学苑公寓2号楼,478581135,,dormitory,,"POLYGON ((116.3412287 39.9535992, 116.3412534 39.9534315, 116.341657 39.9534882, 116.3416323 39.9536488, 116.3412287 39.9535992))",POINT (116.3414414288626 39.95354170164118)
学苑公寓5号楼,478581136,,dormitory,,"POLYGON ((116.3418727 39.9538141, 116.341922 39.9536252, 116.3424396 39.9537078, 116.3423995 39.9538897, 116.3418727 39.9538141))",POINT (116.3421564975968 39.95375912652223)
学苑公寓8号楼,478581983,,dormitory,,"POLYGON ((116.3426676 39.952423, 116.3430404 39.9524785, 116.3430542 39.9524188, 116.3434194 39.9524679, 116.3434471 39.9523191, 116.3430897 39.9522659, 116.3430774 39.9523261, 116.3426984 39.9522718, 116.3426676 39.952423))",POINT (116.3430568258134 39.95237147089836)
,479408009,,yes,,"POLYGON ((116.3326864 39.9481338, 116.3328087 39.9480756, 116.3327604 39.948016, 116.3326381 39.9480742, 116.3326864 39.9481338))",POINT (116.3327234 39.9480749)
,481648731,,yes,,"POLYGON ((116.336559 39.9413201, 116.3368058 39.9412996, 116.3367709 39.9411083, 116.3365215 39.941133, 116.336559 39.9413201))",POINT (116.3366646849835 39.94121499863378)
,481648732,,yes,,"POLYGON ((116.3365805 39.9415278, 116.3369157 39.9414826, 116.336905 39.9413325, 116.336551 39.9413798, 116.3365805 39.9415278))",POINT (116.3367378788021 39.94143001013853)
,481648734,,yes,,"POLYGON ((116.3371813 39.9407854, 116.3375434 39.940769, 116.3375327 39.9406312, 116.337184 39.9406312, 116.3371813 39.9407854))",POINT (116.3373571009565 39.94070474907753)
,486561111,,yes,,"POLYGON ((116.3184236 39.9559499, 116.3184342 39.9558463, 116.3189422 39.9558768, 116.3189316 39.9559804, 116.3184236 39.9559499))",POINT (116.3186829 39.95591335)
,486561112,,yes,,"POLYGON ((116.3183842 39.9562766, 116.3183948 39.956173, 116.3189028 39.9562035, 116.3188922 39.9563072, 116.3183842 39.9562766))",POINT (116.3186435405753 39.95624007761399)
,486561113,,yes,,"POLYGON ((116.3183553 39.9565039, 116.3192725 39.9565616, 116.3192601 39.9566772, 116.318343 39.9566195, 116.3183553 39.9565039))",POINT (116.3188077292431 39.9565905492166)
,486561114,,yes,,"POLYGON ((116.3184 39.9567832, 116.3191901 39.9568314, 116.3191796 39.9569331, 116.3183894 39.9568849, 116.3184 39.9567832))",POINT (116.3187897709647 39.95685815082643)
,486561115,,yes,,"POLYGON ((116.3190243 39.9558679, 116.3197752 39.9559098, 116.3197657 39.9560099, 116.3190148 39.9559679, 116.3190243 39.9558679))",POINT (116.3193950622038 39.95593887858052)
,486561116,,yes,,"POLYGON ((116.318985 39.9562012, 116.3197359 39.9562432, 116.3197264 39.9563432, 116.3189755 39.9563013, 116.318985 39.9562012))",POINT (116.3193556377962 39.95627222141947)
,486561117,,yes,,"POLYGON ((116.3198805 39.9568669, 116.3204974 39.9569026, 116.3204882 39.956996, 116.3198713 39.9569603, 116.3198805 39.9568669))",POINT (116.32018435 39.95693145)
,486561118,,yes,,"POLYGON ((116.3207286 39.9569326, 116.3213455 39.9569682, 116.3213363 39.9570616, 116.3207194 39.957026, 116.3207286 39.9569326))",POINT (116.32103245 39.9569971)
,486561119,,yes,,"POLYGON ((116.3199239 39.9565421, 116.320493 39.9565771, 116.3204829 39.9566731, 116.3199138 39.9566381, 116.3199239 39.9565421))",POINT (116.3202034 39.95660760000001)
,486561120,,yes,,"POLYGON ((116.3207467 39.9566001, 116.3213759 39.9566403, 116.3213656 39.9567351, 116.3207364 39.9566948, 116.3207467 39.9566001))",POINT (116.3210562049417 39.95666757865106)
,486561121,,yes,,"POLYGON ((116.3199596 39.9561109, 116.320511 39.9561446, 116.3205011 39.9562406, 116.3199497 39.9562069, 116.3199596 39.9561109))",POINT (116.32023035 39.95617575)
,486561122,,yes,,"POLYGON ((116.3208074 39.9561955, 116.3214196 39.9562332, 116.3214078 39.9563465, 116.3207955 39.9563087, 116.3208074 39.9561955))",POINT (116.3211076168257 39.95627097928162)
,486561123,,yes,,"POLYGON ((116.3213886 39.9566143, 116.3215468 39.9566249, 116.321579 39.9563433, 116.3214208 39.9563327, 116.3213886 39.9566143))",POINT (116.3214838 39.9564788)
,486561124,,yes,,"POLYGON ((116.3213529 39.9569699, 116.3215111 39.9569816, 116.3215428 39.9567291, 116.3213846 39.9567175, 116.3213529 39.9569699))",POINT (116.3214478549666 39.95684952703557)
新乐群餐厅,499434918,,yes,restaurant,"POLYGON ((116.3556813 39.9574382, 116.3556813 39.9572208, 116.3561895 39.9572208, 116.3561895 39.9574382, 116.3556813 39.9574382))",POINT (116.3559354 39.9573295)
西西楼,499435186,,yes,,"POLYGON ((116.355146 39.9587849, 116.3557019 39.9587962, 116.3557082 39.9586142, 116.3553796 39.9586075, 116.3553948 39.9581669, 116.3557043 39.9581732, 116.3557097 39.9580182, 116.355173 39.9580073, 116.355146 39.9587849))",POINT (116.3553764527341 39.95841065356608)
西北楼,499435187,,yes,,"POLYGON ((116.3560944 39.9588283, 116.3560919 39.9585935, 116.3562296 39.9585927, 116.3562306 39.9586864, 116.3568788 39.9586823, 116.3568779 39.9586007, 116.3570838 39.9585994, 116.3570862 39.958822, 116.3560944 39.9588283))",POINT (116.3565957431996 39.95873463887741)
西南楼,499435188,,yes,,"POLYGON ((116.3560758 39.9581816, 116.3560729 39.957965, 116.3570829 39.957957, 116.357086 39.9581889, 116.356882 39.9581905, 116.3568804 39.9580767, 116.3562542 39.9580817, 116.3562555 39.9581801, 116.3560758 39.9581816))",POINT (116.35659161648 39.95804871577839)
学八楼,499435300,,yes,,"POLYGON ((116.3575493 39.9578074, 116.3575508 39.9575677, 116.357729 39.9575683, 116.3577286 39.9576349, 116.3583488 39.9576371, 116.3583493 39.9575513, 116.3585281 39.9575519, 116.3585266 39.9578109, 116.3575493 39.9578074))",POINT (116.3580456418324 39.95770524548119)
学九楼,499435539,,yes,,"POLYGON ((116.3575872 39.9574297, 116.3575849 39.9571781, 116.357755 39.9571772, 116.3577553 39.9572129, 116.3583692 39.9572095, 116.3583689 39.9571724, 116.3585674 39.9571713, 116.3585696 39.9574141, 116.3583639 39.9574152, 116.3583629 39.9573131, 116.3577601 39.9573164, 116.3577612 39.9574287, 116.3575872 39.9574297))",POINT (116.3580815382979 39.95728424165687)
西南餐厅,499437078,,yes,restaurant,"POLYGON ((116.3564911 39.9578176, 116.3564891 39.9576415, 116.3567656 39.9576396, 116.3569512 39.9576384, 116.3569533 39.9578145, 116.3564911 39.9578176))",POINT (116.3567211769917 39.95772799188773)
西北餐厅,499437130,,yes,restaurant,"POLYGON ((116.3564956 39.9574182, 116.3564975 39.957229, 116.3569473 39.9572316, 116.3569454 39.9574207, 116.356763 39.9574197, 116.3564956 39.9574182))",POINT (116.356721430667 39.95732487830116)
,515811948,,,parking,"POLYGON ((116.3445871 39.9581304, 116.3445695 39.9574983, 116.3453361 39.9575191, 116.3453304 39.9578456, 116.3448986 39.957851, 116.3448915 39.9581304, 116.3445871 39.9581304))",POINT (116.3448960524399 39.95775687222014)
,529760970,,yes,,"POLYGON ((116.3231578 39.9451227, 116.3235489 39.945159, 116.3235274 39.9452743, 116.3231406 39.945238, 116.3231578 39.9451227))",POINT (116.3233438036266 39.94519840578047)
,529760979,,yes,,"POLYGON ((116.3222245 39.948063, 116.3230067 39.9480949, 116.3229958 39.9482521, 116.3222136 39.9482203, 116.3222245 39.948063))",POINT (116.3226101086727 39.94815757320109)
,529760982,,yes,,"POLYGON ((116.320047 39.9491018, 116.3207343 39.9491325, 116.3207239 39.9492699, 116.3200366 39.9492392, 116.320047 39.9491018))",POINT (116.32038545 39.94918585000001)
,529760985,,yes,,"POLYGON ((116.3195034 39.94912, 116.3199298 39.9491438, 116.3199167 39.9492822, 116.3194903 39.9492585, 116.3195034 39.94912))",POINT (116.3197100244936 39.94920112332329)
,529760987,,yes,,"POLYGON ((116.319466 39.9495234, 116.319918 39.9495461, 116.3199058 39.9496896, 116.3194538 39.9496669, 116.319466 39.9495234))",POINT (116.3196859 39.94960649999999)
,529760990,,yes,,"POLYGON ((116.3200142 39.9497625, 116.3207041 39.9498005, 116.3206934 39.949914, 116.3200036 39.9498761, 116.3200142 39.9497625))",POINT (116.3203537775432 39.94983827088898)
,529760993,,yes,,"POLYGON ((116.3200153 39.9500745, 116.3206642 39.9501124, 116.320647 39.950226, 116.3200024 39.9501898, 116.3200153 39.9500745))",POINT (116.3203315542753 39.95015056986868)
,529760996,,yes,,"POLYGON ((116.321762 39.9508571, 116.3224792 39.9509002, 116.3224645 39.9510437, 116.3217473 39.9510006, 116.321762 39.9508571))",POINT (116.32211325 39.9509504)
,529761004,,yes,,"POLYGON ((116.3235654 39.95477, 116.3252148 39.954844, 116.325192 39.9551941, 116.3249915 39.9551863, 116.3250068 39.954986, 116.3237558 39.9549334, 116.3237431 39.9551377, 116.3235401 39.9551299, 116.3235654 39.95477))",POINT (116.3243757704995 39.95492638624678)
,529761013,,yes,,"POLYGON ((116.3250584 39.9566981, 116.3253946 39.9567194, 116.3254201 39.9564517, 116.3250855 39.9564286, 116.3250584 39.9566981))",POINT (116.3252394437089 39.95657453136157)
,529761016,,yes,,"POLYGON ((116.3246709 39.9568201, 116.3250125 39.9568459, 116.324993 39.9571118, 116.3246444 39.9570833, 116.3246709 39.9568201))",POINT (116.3248303921464 39.95696575228951)
,529761019,,yes,,"POLYGON ((116.3250167 39.9572639, 116.3253553 39.957283, 116.3253307 39.9575389, 116.3249921 39.9575198, 116.3250167 39.9572639))",POINT (116.3251737 39.95740140000001)
,529761022,,yes,,"POLYGON ((116.3245917 39.957649, 116.3249327 39.95767, 116.324907 39.9579146, 116.324566 39.9578936, 116.3245917 39.957649))",POINT (116.32474935 39.95778180000001)
,529761025,,yes,,"POLYGON ((116.3249117 39.9580802, 116.3252569 39.9581016, 116.3252291 39.958364, 116.324884 39.9583425, 116.3249117 39.9580802))",POINT (116.3250704371639 39.95822207009175)
